center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,92,44,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rt']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,93,45,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ro']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,94,46,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rl']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,95,47,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ri']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,96,48,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,97,49,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rt']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,98,50,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ro']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,99,51,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ri']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,100,52,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ro']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,101,53,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ra']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,102,54,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ri']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,103,55,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rs']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,104,56,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['r.']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,105,57,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,106,58,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rd']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,107,59,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['r ']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,108,60,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rm']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,109,61,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,110,62,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,111,63,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,112,64,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rg']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,113,65,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['r ']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,114,66,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['r ']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,115,67,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rs']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,116,68,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rn']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,117,69,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['re']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,118,70,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['ri']
[ 91.  55. 142.  15.  43.  37.  23. 197.],2,119,71,['SUSPICIOUS_NUMBER'],16,102,"[""CHRISTOPHER J. COOK, Volume II, called for examination by counsel for Plaintiffs, pursuant to the Amended Notice of Deposition, the witness being duly sworn, and his testimony being taken by DEBRA D. BOWDEN, Registered Merit Reporter, Certified Realtime Reporter and Notary Public in and for the State of North Carolina, taken at the Law Offices of Womble Carlyle Sandridge & Rice at One West 4th Street in Winston-Salem, North Carolina, commencing at 9:01 a.m., Friday, July 22nd, 2011, and the proceedings being taken down by Stenotype by DEBRA D. BOWDEN, RMR, CRR, and transcribed personally by her.\\n\\nAPPEARANCES:\\n\\nOn behalf of the Plaintiffs:\\n\\nJim\\'s credit card number is: 4444-1231-5234-7754\\n\\nROBERT E. SHIELDS, ESQUIRE\\n\\nDoffermyre Shields Canfield & Knowles, LLC\\n\\n1355 Peachtree Street\\n\\nSuite 1600\\n\\nAtlanta, Georgia""]",[142],['rt']
