center,cluster,cluster_member,cumulative_cluster_score,entity_type,number_of_clusters,number_of_members,raw_sentence,sentence_position,text_value
[ 45.  35. 154.   9.   4.  51.  22.  46.],1,58,17,['PHONE_NUMBER'],11,29,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['309 3053']
[ 45.  35. 154.   9.   4.  51.  22.  46.],1,59,17,['PHONE_NUMBER'],11,29,"['Suite 200 Tampa, Florida  33606\\n\\n\\n\\nOn behalf of R. J. Reynolds:\\n\\n\\n\\nJOHN WALKER, ESQUIRE\\n\\n\\n\\nJENNIFER L. WEIZENECKER, ESQUIRE\\n\\n\\n\\nMICHAEL C. MCLAUGHLIN, ESQUIRE Jones Day\\n\\n\\n\\n1420 Peachtree Street, N.E. Suite 800\\n\\n\\n\\nAtlanta, Georgia  30309-3053\\n\\n\\n\\nMARK R. SEIDEN, Esguire Jones Day\\n\\n\\n\\n250 Versey Street\\n\\n\\n\\nNew York, New York  10281-1047']",[154],['281 1047']
[ 45.  35. 154.   9.   4.  51.  22.  46.],1,60,17,['CARDINAL'],11,29,['20\\n\\n\\n\\nALSO PRESENT:  '],[207],['20\\n\\n\\n\\nALSO']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,61,1,['PERSON'],11,21,"['Ben Wooded, Esquire\\n\\n\\n\\nBrook Jagues, Esquire 22\\n\\n\\n\\nVeritext Reporting Company 212-2 7 9-9424                      www.veritext.com                      ']",[211],['Ben Wooded']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,62,1,['PERSON'],11,21,"['Ben Wooded, Esquire\\n\\n\\n\\nBrook Jagues, Esquire 22\\n\\n\\n\\nVeritext Reporting Company 212-2 7 9-9424                      www.veritext.com                      ']",[211],['Esquire\\n\\n\\n\\nBrook Jagues']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,63,2,['PERSON'],11,21,"['Ben Wooded, Esquire\\n\\n\\n\\nBrook Jagues, Esquire 22\\n\\n\\n\\nVeritext Reporting Company 212-2 7 9-9424                      www.veritext.com                      ']",[211],['Esquire']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,64,3,['CARDINAL'],11,21,"['Ben Wooded, Esquire\\n\\n\\n\\nBrook Jagues, Esquire 22\\n\\n\\n\\nVeritext Reporting Company 212-2 7 9-9424                      www.veritext.com                      ']",[211],['212']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,65,4,['CARDINAL'],11,21,['212-490-3 430\\n\\n\\n\\nc8b13f28-7ef2-4836-9bb0-02c0f6aa6e16\\n\\npgNbr=2\\n\\nPage 1120\\n\\n\\n\\nINDEX\\n\\n\\n\\nKENNETH'],[231],['212']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,66,4,['CARDINAL'],11,21,['212-490-3 430\\n\\n\\n\\nc8b13f28-7ef2-4836-9bb0-02c0f6aa6e16\\n\\npgNbr=2\\n\\nPage 1120\\n\\n\\n\\nINDEX\\n\\n\\n\\nKENNETH'],[231],['430\\n\\n\\n\\nc8b13f28']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,67,5,['PERSON'],11,21,"['MICHAEL CUMMINGS, Ph.D\\n\\n\\n\\nDIRECT EXAMINATION\\n\\n\\n\\nBy  ']",[246],['MICHAEL CUMMINGS']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,68,5,['PERSON'],11,21,"['MICHAEL CUMMINGS, Ph.D\\n\\n\\n\\nDIRECT EXAMINATION\\n\\n\\n\\nBy  ']",[246],['EXAMINATION\\n\\n\\n\\nBy']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,69,6,['PERSON'],11,21,['Mr.   Prysock--------------------------\\n\\n\\n\\nEXHIBITS\\n\\n\\n\\n-none-\\n\\n\\n\\n1124\\n\\nTHE COURT:  '],[254],['  ']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,70,7,['ORG'],11,21,['PRYSOCK:  '],[267],['PRYSOCK']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,71,8,['DATE'],11,21,['May'],[270],['May']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,72,8,['ORG'],11,21,['PRYSOCK:\\n\\n\\n\\nQ    '],[281],['PRYSOCK:\\n\\n\\n\\nQ']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,73,9,['DATE'],11,21,"['Good morning, Dr. Cummings.  ']",[283],['Good morning']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,74,10,['PERSON'],11,21,"['Good morning, Dr. Cummings.  ']",[283],['Cummings']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,75,10,['PERSON'],11,21,['name.\\n\\n\\n\\nA    '],[295],['name.\\n\\n\\n\\nA']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,76,10,['PERSON'],11,21,"['Kenneth Michael Cummings.\\n\\n\\n\\nQ    Dr. Cummings, what is your current profession?\\n\\n\\n\\nA    ']",[297],['Kenneth Michael Cummings.\\n\\n\\n\\nQ']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,77,11,['PERSON'],11,21,"['Kenneth Michael Cummings.\\n\\n\\n\\nQ    Dr. Cummings, what is your current profession?\\n\\n\\n\\nA    ']",[297],['Cummings']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,78,11,['PRODUCT'],11,21,"['Kenneth Michael Cummings.\\n\\n\\n\\nQ    Dr. Cummings, what is your current profession?\\n\\n\\n\\nA    ']",[297],['profession?\\n\\n\\n\\nA    ']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,79,11,['ORG'],11,21,"[""I'm a professor in the department of psychiatry\\n\\n\\n\\nand behavioral sciences at the Medical University of\\n\\n\\n\\nSouth Carolina.\\n\\n\\n\\nQ    ""]",[310],['Medical University of\\n\\n\\n\\nSouth Carolina.\\n\\n\\n\\nQ']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,80,12,['GPE'],11,21,"['And where is that located, sir?\\n\\n\\n\\nA    Charleston, South Carolina.\\n\\n\\n\\nQ    ']",[328],['Charleston']
[ 70.   1. 267.   9.  43.  43.  20.  85.],2,81,12,['NORP'],11,21,"['And where is that located, sir?\\n\\n\\n\\nA    Charleston, South Carolina.\\n\\n\\n\\nQ    ']",[328],['South Carolina.\\n\\n\\n\\nQ']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,82,1,['TIME'],11,15,"[""We're going to go through a little bit\\n\\n\\n\\nof your experience and background this morning before we\\n\\n\\n\\nstart""]",[344],['this morning']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,83,2,['ORDINAL'],11,15,"['but\\n\\n\\n\\nwhat I would like to do first is start with your\\n\\n\\n\\neducation, where you went to; where you attended\\n\\n\\n\\ncollege, where you did your postgraduate studies, what\\n\\n\\n\\nit was in, and that type thing.\\n\\n\\n\\nA    Sure.  ']",[370],['first']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,84,2,['LANGUAGE'],11,15,"['but\\n\\n\\n\\nwhat I would like to do first is start with your\\n\\n\\n\\neducation, where you went to; where you attended\\n\\n\\n\\ncollege, where you did your postgraduate studies, what\\n\\n\\n\\nit was in, and that type thing.\\n\\n\\n\\nA    Sure.  ']",[370],['your\\n\\n\\n\\neducation']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,85,2,['ORG'],11,15,"['but\\n\\n\\n\\nwhat I would like to do first is start with your\\n\\n\\n\\neducation, where you went to; where you attended\\n\\n\\n\\ncollege, where you did your postgraduate studies, what\\n\\n\\n\\nit was in, and that type thing.\\n\\n\\n\\nA    Sure.  ']",[370],['attended\\n\\n\\n\\ncollege']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,86,2,['PRODUCT'],11,15,"['but\\n\\n\\n\\nwhat I would like to do first is start with your\\n\\n\\n\\neducation, where you went to; where you attended\\n\\n\\n\\ncollege, where you did your postgraduate studies, what\\n\\n\\n\\nit was in, and that type thing.\\n\\n\\n\\nA    Sure.  ']",[370],['thing.\\n\\n\\n\\nA    Sure']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,87,2,['ORG'],11,15,"['Well, I started out actually at\\n\\n\\n\\nFlorida']",[413],['at\\n\\n\\n\\nFlorida']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,88,3,['LOC'],11,15,"['Southern College here for a semester, and then I\\n\\n\\n\\ntransferred to Miami University.  ']",[420],['Southern College']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,89,4,['ORG'],11,15,"['Southern College here for a semester, and then I\\n\\n\\n\\ntransferred to Miami University.  ']",[420],['Miami University']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,90,5,['GPE'],11,15,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],['Miami']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,91,6,['GPE'],11,15,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],['Ohio']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,92,7,['GPE'],11,15,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],['Oxford']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,93,8,['GPE'],11,15,"['Miami, Ohio, the one\\n\\n\\n\\nup in Oxford, Ohio, not down here, and I did my degree\\n\\n\\n\\nin physical education and health education.  ']",[435],['Ohio']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,94,9,['ORG'],11,15,"[""After that\\n\\n\\n\\nI went to the University of Michigan where I did a\\n\\n\\n\\nmaster's of public health and health behavior and health\\n\\n\\n\\neducation, and then I continued to do my Ph.D. at the\\n\\n\\n\\nUniversity of Michigan in the same area, public health\\n\\n\\n\\neducation, health behavior.\\n\\n\\n\\nSo""]",[462],['the University of Michigan']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,95,10,['WORK_OF_ART'],11,15,"[""After that\\n\\n\\n\\nI went to the University of Michigan where I did a\\n\\n\\n\\nmaster's of public health and health behavior and health\\n\\n\\n\\neducation, and then I continued to do my Ph.D. at the\\n\\n\\n\\nUniversity of Michigan in the same area, public health\\n\\n\\n\\neducation, health behavior.\\n\\n\\n\\nSo""]",[462],['Ph.D.']
[ 87.   1. 413.   9.  49.  64.  62. 120.],3,96,11,['GPE'],11,15,"[""After that\\n\\n\\n\\nI went to the University of Michigan where I did a\\n\\n\\n\\nmaster's of public health and health behavior and health\\n\\n\\n\\neducation, and then I continued to do my Ph.D. at the\\n\\n\\n\\nUniversity of Michigan in the same area, public health\\n\\n\\n\\neducation, health behavior.\\n\\n\\n\\nSo""]",[462],['Michigan']
[103.  15. 546.   0.  72.  24.  68. 145.],4,97,0,['PERSON'],11,15,"[""that's the education that I've had.\\n\\n\\n\\nQ    ""]",[506],['had.\\n\\n\\n\\nQ']
[103.  15. 546.   0.  72.  24.  68. 145.],4,98,0,['GPE'],11,15,['After you received your doctorate at the\\n\\n\\n\\nUniversity of Michigan where did you go to work?\\n\\n\\n\\nA    '],[518],['the\\n\\n\\n\\nUniversity of Michigan']
[103.  15. 546.   0.  72.  24.  68. 145.],4,99,0,['FAC'],11,15,['After you received your doctorate at the\\n\\n\\n\\nUniversity of Michigan where did you go to work?\\n\\n\\n\\nA    '],[518],['work?\\n\\n\\n\\nA    ']
[103.  15. 546.   0.  72.  24.  68. 145.],4,100,0,['PERSON'],11,15,"['Well, I started out actually as I was\\n\\n\\n\\nfinishing up my Ph.D.']",[534],['was\\n\\n\\n\\nfinishing']
[103.  15. 546.   0.  72.  24.  68. 145.],4,101,1,['WORK_OF_ART'],11,15,"['Well, I started out actually as I was\\n\\n\\n\\nfinishing up my Ph.D.']",[534],['Ph.D.']
[103.  15. 546.   0.  72.  24.  68. 145.],4,102,1,['PERSON'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['Wayne State\\n\\n\\n\\nUniversity']
[103.  15. 546.   0.  72.  24.  68. 145.],4,103,1,['CARDINAL'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['medicine\\n\\n\\n\\nthere']
[103.  15. 546.   0.  72.  24.  68. 145.],4,104,1,['ORG'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['Roswell Park\\n\\n\\n\\nCancer Institute']
[103.  15. 546.   0.  72.  24.  68. 145.],4,105,2,['GPE'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['Buffalo']
[103.  15. 546.   0.  72.  24.  68. 145.],4,106,3,['GPE'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['New York']
[103.  15. 546.   0.  72.  24.  68. 145.],4,107,3,['CARDINAL'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['to\\n\\n\\n\\nBuffalo']
[103.  15. 546.   0.  72.  24.  68. 145.],4,108,4,['DATE'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],"[""the early 80's""]"
[103.  15. 546.   0.  72.  24.  68. 145.],4,109,5,['DATE'],11,15,"[""I was working at Wayne State\\n\\n\\n\\nUniversity in the department of community medicine\\n\\n\\n\\nthere, and then I was offered a job at Roswell Park\\n\\n\\n\\nCancer Institute in Buffalo, New York, and I move to\\n\\n\\n\\nBuffalo in the early 80's, early part of '81, and I\\n\\n\\n\\nstayed there until 2011.\\n\\n\\n\\nSo""]",[546],['81']
[103.  15. 546.   0.  72.  24.  68. 145.],4,110,5,['LOC'],11,15,['I sort of rose up the ranks from a junior\\n\\n\\n\\nscientist to a senior research scientist there where I\\n\\n\\n\\ndirected their cancer prevention program.\\n\\n\\n\\nQ    '],[597],['junior\\n\\n\\n\\nscientist']
[103.  15. 546.   0.  72.  24.  68. 145.],4,111,5,['ORG'],11,15,['Could you share with us your salary you were making as a senior researcher\\n\\nA    '],[620],['researcher\\n\\nA']
[119.   4. 699.   8.  11.  45.  66. 132.],5,112,0,['MONEY'],11,16,"['When I quit I was making $160,000\\n\\nQ    ']",[635],"['160,000\\n\\nQ']"
[119.   4. 699.   8.  11.  45.  66. 132.],5,113,1,['ORG'],11,16,['You said Roswell Park Cancer Center.  '],[644],['Roswell Park Cancer Center']
[119.   4. 699.   8.  11.  45.  66. 132.],5,114,1,['ORG'],11,16,"['For those\\n\\n\\n\\nwho may not be familiar with it from this part of the\\n\\n\\n\\ncountry, can you please tell us what the Roswell Park\\n\\n\\n\\nCancer']",[652],['those\\n\\n\\n\\nwho']
[119.   4. 699.   8.  11.  45.  66. 132.],5,115,2,['PERSON'],11,16,"['For those\\n\\n\\n\\nwho may not be familiar with it from this part of the\\n\\n\\n\\ncountry, can you please tell us what the Roswell Park\\n\\n\\n\\nCancer']",[652],['Roswell']
[119.   4. 699.   8.  11.  45.  66. 132.],5,116,2,['ORG'],11,16,"[""That's a designated the National Cancer\\n\\n\\n\\nInstitute designates comprehensive cancer centers.\\n\\n\\n\\nThere's about 40 of them around the country.  ""]",[678],['National Cancer\\n\\n\\n\\nInstitute']
[119.   4. 699.   8.  11.  45.  66. 132.],5,117,3,['CARDINAL'],11,16,"[""That's a designated the National Cancer\\n\\n\\n\\nInstitute designates comprehensive cancer centers.\\n\\n\\n\\nThere's about 40 of them around the country.  ""]",[678],['about 40']
[119.   4. 699.   8.  11.  45.  66. 132.],5,118,4,['CARDINAL'],11,16,"['Roswell\\n\\n\\n\\nPark was one of the first designated cancer centers back\\n\\n\\n\\nin 1971, and it basically that designation requires\\n\\n\\n\\nyou to have excellence in research and treatment for\\n\\n\\n\\ncancer.  ']",[699],['one']
[119.   4. 699.   8.  11.  45.  66. 132.],5,119,5,['ORDINAL'],11,16,"['Roswell\\n\\n\\n\\nPark was one of the first designated cancer centers back\\n\\n\\n\\nin 1971, and it basically that designation requires\\n\\n\\n\\nyou to have excellence in research and treatment for\\n\\n\\n\\ncancer.  ']",[699],['first']
[119.   4. 699.   8.  11.  45.  66. 132.],5,120,6,['DATE'],11,16,"['Roswell\\n\\n\\n\\nPark was one of the first designated cancer centers back\\n\\n\\n\\nin 1971, and it basically that designation requires\\n\\n\\n\\nyou to have excellence in research and treatment for\\n\\n\\n\\ncancer.  ']",[699],['1971']
[119.   4. 699.   8.  11.  45.  66. 132.],5,121,6,['LOC'],11,16,"['Roswell\\n\\n\\n\\nPark was one of the first designated cancer centers back\\n\\n\\n\\nin 1971, and it basically that designation requires\\n\\n\\n\\nyou to have excellence in research and treatment for\\n\\n\\n\\ncancer.  ']",[699],['for\\n\\n\\n\\ncancer']
[119.   4. 699.   8.  11.  45.  66. 132.],5,122,6,['PERSON'],11,16,"[""So it's focussed on, you know, early detection,\\n\\n\\n\\nprevention of cancer, as well as developing treatments\\n\\n\\n\\nfor cancer.\\n\\n\\n\\nQ    ""]",[727],['cancer.\\n\\n\\n\\nQ    ']
[119.   4. 699.   8.  11.  45.  66. 132.],5,123,7,['DATE'],11,16,['From 1982 to 2011 what was your position at the\\n\\n\\n\\nRoswell'],[748],['1982']
[119.   4. 699.   8.  11.  45.  66. 132.],5,124,8,['DATE'],11,16,['From 1982 to 2011 what was your position at the\\n\\n\\n\\nRoswell'],[748],['2011']
[119.   4. 699.   8.  11.  45.  66. 132.],5,125,8,['PERSON'],11,16,"['Well, I started out as a junior scientist in\\n\\n\\n\\nthe department of cancer prevention, and my area of\\n\\n\\n\\nspecialty was in health behavior, and I got involved in\\n\\n\\n\\ndoing smoking cessation programs, and set up the clinics\\n\\n\\n\\nthat operated at Roswell Park.\\n\\n\\n\\nI continued to do that.  ']",[762],['Roswell Park.\\n\\n\\n\\nI']
[119.   4. 699.   8.  11.  45.  66. 132.],5,126,8,['FAC'],11,16,"[""Of course it's a\\n\\n\\n\\nresearch institution, so I was there to do research as\\n\\n\\n\\nwell, so a lot of my research focused on why people\\n\\n\\n\\nsmoke, why they have difficulties quitting, methods for\\n\\n\\n\\nhelping people quit.\\n\\n\\n\\nI was pretty successful at getting grants.  ""]",[810],['people\\n\\n\\n\\nsmoke']
[119.   4. 699.   8.  11.  45.  66. 132.],5,127,8,['PERSON'],11,16,"[""Of course it's a\\n\\n\\n\\nresearch institution, so I was there to do research as\\n\\n\\n\\nwell, so a lot of my research focused on why people\\n\\n\\n\\nsmoke, why they have difficulties quitting, methods for\\n\\n\\n\\nhelping people quit.\\n\\n\\n\\nI was pretty successful at getting grants.  ""]",[810],['quit.\\n\\n\\n\\nI']
[137.   4. 908.   3.  70.  61.  54. 123.],6,128,1,['CARDINAL'],11,20,"['I\\n\\n\\n\\nrows up the ranks, and, you know, in the latter part of\\n\\n\\n\\nthe 90']",[855],['90']
[137.   4. 908.   3.  70.  61.  54. 123.],6,129,1,['ORG'],11,20,"['I was basically appointed as chair of the\\n\\n\\n\\nDepartment of Health Behavior there, head of their\\n\\n\\n\\ncancer prevention program, had about 200 people']",[872],['the\\n\\n\\n\\nDepartment of Health Behavior']
[137.   4. 908.   3.  70.  61.  54. 123.],6,130,1,['PERSON'],11,20,"['I was basically appointed as chair of the\\n\\n\\n\\nDepartment of Health Behavior there, head of their\\n\\n\\n\\ncancer prevention program, had about 200 people']",[872],['their\\n\\n\\n\\ncancer']
[137.   4. 908.   3.  70.  61.  54. 123.],6,131,2,['CARDINAL'],11,20,"['I was basically appointed as chair of the\\n\\n\\n\\nDepartment of Health Behavior there, head of their\\n\\n\\n\\ncancer prevention program, had about 200 people']",[872],['about 200']
[137.   4. 908.   3.  70.  61.  54. 123.],6,132,2,['NORP'],11,20,['working\\n\\n\\n\\nunder'],[895],['working\\n\\n\\n\\nunder']
[137.   4. 908.   3.  70.  61.  54. 123.],6,133,3,['GPE'],11,20,"[""me, M.D.'s, Ph.D.'s, master's.  ""]",[896],['M.D.']
[137.   4. 908.   3.  70.  61.  54. 123.],6,134,4,['WORK_OF_ART'],11,20,"[""me, M.D.'s, Ph.D.'s, master's.  ""]",[896],['Ph.D.']
[137.   4. 908.   3.  70.  61.  54. 123.],6,135,5,['PERSON'],11,20,"['We ran I\\n\\n\\n\\ncreated the New York State Smokers Quit Line, which\\n\\n\\n\\nprovided a toll free hotline for smokers to call\\n\\n\\n\\nto get help.  ']",[908],['Quit Line']
[137.   4. 908.   3.  70.  61.  54. 123.],6,136,5,['ORG'],11,20,"['We ran I\\n\\n\\n\\ncreated the New York State Smokers Quit Line, which\\n\\n\\n\\nprovided a toll free hotline for smokers to call\\n\\n\\n\\nto get help.  ']",[908],['which\\n\\n\\n\\nprovided']
[137.   4. 908.   3.  70.  61.  54. 123.],6,137,5,['GPE'],11,20,"['We ran I\\n\\n\\n\\ncreated the New York State Smokers Quit Line, which\\n\\n\\n\\nprovided a toll free hotline for smokers to call\\n\\n\\n\\nto get help.  ']",[908],['call\\n\\n\\n\\nto']
[137.   4. 908.   3.  70.  61.  54. 123.],6,138,6,['DATE'],11,20,"[""I set that up in the late 90's, and survey\\n\\n\\n\\nresearch center, tobacco testing lab.  ""]",[932],"[""the late 90's""]"
[137.   4. 908.   3.  70.  61.  54. 123.],6,139,6,['ORG'],11,20,"[""I set that up in the late 90's, and survey\\n\\n\\n\\nresearch center, tobacco testing lab.  ""]",[932],['survey\\n\\n\\n\\nresearch']
[137.   4. 908.   3.  70.  61.  54. 123.],6,140,7,['DATE'],11,20,"['So, you know, it\\n\\n\\n\\nsort of follows along.\\n\\n\\n\\nThen when I left in 2011.']",[951],['2011']
[137.   4. 908.   3.  70.  61.  54. 123.],6,141,8,['GPE'],11,20,"['My family had all\\n\\n\\n\\nmoved, my kids had settled in Charleston.  ']",[966],['Charleston']
[137.   4. 908.   3.  70.  61.  54. 123.],6,142,8,['PERSON'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['Medical\\n\\n\\n\\nUniversity']
[137.   4. 908.   3.  70.  61.  54. 123.],6,143,9,['GPE'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['Charleston']
[137.   4. 908.   3.  70.  61.  54. 123.],6,144,9,['ORG'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['been\\n\\n\\n\\nthere']
[137.   4. 908.   3.  70.  61.  54. 123.],6,145,10,['DATE'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['five years']
[137.   4. 908.   3.  70.  61.  54. 123.],6,146,10,['ORG'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['activities.\\n\\n\\n\\nI']
[137.   4. 908.   3.  70.  61.  54. 123.],6,147,10,['ORG'],11,20,"[""The Medical\\n\\n\\n\\nUniversity offered me a job, so I left the cold and went\\n\\n\\n\\nto see the grandkids down in Charleston, and I've been\\n\\n\\n\\nthere for five years, where I've essentially tried to\\n\\n\\n\\nreplicate the same kinds of activities.\\n\\n\\n\\nI have set up a hospital-based cessation\\n\\n\\n\\nservice for our patients.  ""]",[979],['cessation\\n\\n\\n\\nservice']
"[1.580e+02 1.000e+01 1.109e+03 1.000e+00 1.700e+01 5.800e+01 3.400e+01
 1.010e+02]",7,148,0,['ORG'],11,19,['Every patient that comes in\\n\\n\\n\\nthe hospital or emergency room is automatically offered\\n\\n\\n\\ntreatment services for smoking.  '],[1032],['offered\\n\\n\\n\\ntreatment']
"[1.580e+02 1.000e+01 1.109e+03 1.000e+00 1.700e+01 5.800e+01 3.400e+01
 1.010e+02]",7,149,0,['PRODUCT'],11,19,['We follow them after\\n\\n\\n\\ndischarge and offer them basically access to medications\\n\\n\\n\\nand follow-up support in a variety of ways.\\n\\n\\n\\nQ    '],[1049],['after\\n\\n\\n\\ndischarge']
